Code ECTS;Date;Promo;Matière;Enseignant;Horaire;Duree;†salle
3WPH;mardi 8 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;11:00;2;
3WPH;mardi 8 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;14:00;2;
3WPH;mardi 8 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;16:00;2;
3WPH;mercredi 9 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;09:00;2;
3WPH;mercredi 9 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;11:00;2;
3WPH;mercredi 9 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;14:00;2;
3WPH;mercredi 9 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;16:00;2;
3AND;lundi 14 mars 2016;3;Android Application Development & Programming;ROMANIELLO;09:00;2;
3AND;lundi 14 mars 2016;3;Android Application Development & Programming;ROMANIELLO;11:00;2;
3AND;lundi 14 mars 2016;3;Android Application Development & Programming;ROMANIELLO;14:00;2;
3AND;lundi 14 mars 2016;3;Android Application Development & Programming;ROMANIELLO;16:00;2;
3AND;mardi 15 mars 2016;3;Android Application Development & Programming;ROMANIELLO;09:00;2;
3AND;mardi 15 mars 2016;3;Android Application Development & Programming;ROMANIELLO;11:00;2;
3AND;mardi 15 mars 2016;3;Android Application Development & Programming;ROMANIELLO;14:00;2;
3AND;mardi 15 mars 2016;3;Android Application Development & Programming;ROMANIELLO;16:00;2;
3AND;mercredi 16 mars 2016;3;Android Application Development & Programming;ROMANIELLO;09:00;2;
3AND;mercredi 16 mars 2016;3;Android Application Development & Programming;ROMANIELLO;11:00;2;
3SJF;mercredi 16 mars 2016;3;SUPINFO Job Forum B.Sc;CAMPUS;14:00;2;
3SJF;mercredi 16 mars 2016;3;SUPINFO Job Forum B.Sc;CAMPUS;16:00;2;
3AND;lundi 21 mars 2016;3;Android Application Development & Programming;ROMANIELLO;09:00;2;
3AND;lundi 21 mars 2016;3;Android Application Development & Programming;ROMANIELLO;11:00;2;
3AND;lundi 21 mars 2016;3;Android Application Development & Programming;ROMANIELLO;14:00;2;
3AND;lundi 21 mars 2016;3;Android Application Development & Programming;ROMANIELLO;16:00;2;
3AND;mardi 22 mars 2016;3;Android Application Development & Programming;ROMANIELLO;09:00;2;
3AND;mardi 22 mars 2016;3;Android Application Development & Programming;ROMANIELLO;11:00;2;
3MSA;mardi 22 mars 2016;3;Microsoft Windows 2012 Active Directory Administration Soutenance Mini Projet (4 etudiants - Duree 20') (selon planning regional);;14:00;2;
3MSA;mardi 22 mars 2016;3;Microsoft Windows 2012 Active Directory Administration Soutenance Mini Projet (4 etudiants - Duree 20') (selon planning regional);;16:00;2;
3WPH;mercredi 23 mars 2016;3;Microsoft Windows Phone Development† SOE (Duree 10')(selon planning regional);MALFATTI;09:00;2;
3WPH;mercredi 23 mars 2016;3;Microsoft Windows Phone Development† SOE (Duree 10')(selon planning regional);MALFATTI;11:00;2;
3WPH;mercredi 23 mars 2016;3;Microsoft Windows Phone Development† SOE (Duree 10')(selon planning regional);MALFATTI;14:00;2;
3WPH;mercredi 23 mars 2016;3;Microsoft Windows Phone Development† SOE (Duree 10')(selon planning regional);MALFATTI;16:00;2;
3AND;mardi 29 mars 2016;3;Android Application Development & Programming SOE (Duree 10')(selon planing regional);ROMANIELLO;09:00;2;
3AND;mardi 29 mars 2016;3;Android Application Development & Programming SOE (Duree 10')(selon planing regional);ROMANIELLO;11:00;2;
3AND;mardi 29 mars 2016;3;Android Application Development & Programming SOE (Duree 10')(selon planing regional);ROMANIELLO;14:00;2;
3AND;mardi 29 mars 2016;3;Android Application Development & Programming SOE (Duree 10')(selon planing regional);ROMANIELLO;16:00;2;
3MET;mercredi 30 mars 2016;3;ITIL Foundations;ARIGSOY;09:00;2;
3MET;mercredi 30 mars 2016;3;ITIL Foundations;ARIGSOY;11:00;2;
3MET;mercredi 30 mars 2016;3;ITIL Foundations;ARIGSOY;14:00;2;
3MET;mercredi 30 mars 2016;3;ITIL Foundations;ARIGSOY;16:00;2;
3MET;lundi 4 avril 2016;3;ITIL Foundations;ARIGSOY;09:00;2;
3MET;lundi 4 avril 2016;3;ITIL Foundations;ARIGSOY;11:00;2;
3MET;lundi 4 avril 2016;3;ITIL Foundations;ARIGSOY;14:00;2;
3MET;lundi 4 avril 2016;3;ITIL Foundations;ARIGSOY;16:00;2;
3MET;mardi 5 avril 2016;3;ITIL Foundations;ARIGSOY;09:00;2;
3MET;mardi 5 avril 2016;3;ITIL Foundations;ARIGSOY;11:00;2;
3NET;mardi 5 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;14:00;2;
3NET;mardi 5 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;16:00;2;
3NET;mercredi 6 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;09:00;2;
3NET;mercredi 6 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;11:00;2;
3NET;mercredi 6 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;14:00;2;
3NET;mercredi 6 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;16:00;2;
3NET;lundi 11 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;09:00;2;
3NET;lundi 11 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;11:00;2;
3NET;lundi 11 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;14:00;2;
3NET;lundi 11 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;16:00;2;
3NET;mardi 12 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;09:00;2;
3NET;mardi 12 avril 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;11:00;2;
3MET;mardi 12 avril 2016;3;ITIL Foundations SOE (Duree 10') (selon planning regional);ARIGSOY;14:00;2;
3MET;mardi 12 avril 2016;3;ITIL Foundations SOE (Duree 10') (selon planning regional);ARIGSOY;16:00;2;
3AND;mercredi 13 avril 2016;3;Android Application Development & Programming† Soutenance Mini Projet† (4 etudiants - Duree 20') (selon planning regional);ROMANIELLO;14:00;2;
3AND;mercredi 13 avril 2016;3;Android Application Development & Programming† Soutenance Mini Projet† (4 etudiants - Duree 20') (selon planning regional);ROMANIELLO;16:00;2;
3WEB;lundi 2 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;09:00;2;
3WEB;lundi 2 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;11:00;2;
3WEB;lundi 2 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;14:00;2;
3WEB;lundi 2 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;16:00;2;
3WEB;mardi 3 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;09:00;2;
3WEB;mardi 3 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;11:00;2;
3WEB;mardi 3 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;14:00;2;
3WEB;mardi 3 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;16:00;2;
3WEB;mercredi 4 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;09:00;2;
3WEB;mercredi 4 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;11:00;2;
3WEB;mercredi 4 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;14:00;2;
3WEB;mercredi 4 mai 2016;3;Advanced Web Programming with NodeJS Part 1/2;BENZAOUI;16:00;2;
3AIT;lundi 9 mai 2016;3;Artificial Intelligence - Functional programming;;09:00;2;
3AIT;lundi 9 mai 2016;3;Artificial Intelligence - Functional programming;;11:00;2;
3AIT;lundi 9 mai 2016;3;Artificial Intelligence - Functional programming;;14:00;2;
3AIT;lundi 9 mai 2016;3;Artificial Intelligence - Functional programming;;16:00;2;
3AIT;mardi 10 mai 2016;3;Artificial Intelligence - Functional programming;;09:00;2;
3AIT;mardi 10 mai 2016;3;Artificial Intelligence - Functional programming;;11:00;2;
3AIT;mardi 10 mai 2016;3;Artificial Intelligence - Functional programming;;14:00;2;
3AIT;mardi 10 mai 2016;3;Artificial Intelligence - Functional programming;;16:00;2;
3AIT;mercredi 11 mai 2016;3;Artificial Intelligence - Functional programming;;09:00;2;
3AIT;mercredi 11 mai 2016;3;Artificial Intelligence - Functional programming;;11:00;2;
3AIT;mercredi 11 mai 2016;3;Artificial Intelligence - Functional programming;;14:00;2;
3AIT;mercredi 11 mai 2016;3;Artificial Intelligence - Functional programming;;16:00;2;
3AIT;mardi 17 mai 2016;3;Artificial Intelligence - Functional programming;;09:00;2;
3AIT;mardi 17 mai 2016;3;Artificial Intelligence - Functional programming;;11:00;2;
3AIT;mardi 17 mai 2016;3;Artificial Intelligence - Functional programming;;14:00;2;
3AIT;mardi 17 mai 2016;3;Artificial Intelligence - Functional programming;;16:00;2;
3AIT;mercredi 18 mai 2016;3;Artificial Intelligence - Functional programming;;09:00;2;
3AIT;mercredi 18 mai 2016;3;Artificial Intelligence - Functional programming;;11:00;2;
3AIT;mercredi 18 mai 2016;3;Artificial Intelligence - Functional programming;;14:00;2;
3AIT;mercredi 18 mai 2016;3;Artificial Intelligence - Functional programming;;16:00;2;
3ORC;jeudi 19 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;09:00;2;
3ORC;jeudi 19 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;11:00;2;
3ORC;jeudi 19 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;14:00;2;
3ORC;jeudi 19 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;16:00;2;
3ORC;vendredi 20 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;09:00;2;
3ORC;vendredi 20 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;11:00;2;
3ORC;vendredi 20 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;14:00;2;
3ORC;vendredi 20 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;16:00;2;
3LAW;lundi 23 mai 2016;3;Labour Law and New Technologies;NANI;09:00;2;
3LAW;lundi 23 mai 2016;3;Labour Law and New Technologies;NANI;11:00;2;
3LAW;lundi 23 mai 2016;3;Labour Law and New Technologies;NANI;14:00;2;
3LAW;lundi 23 mai 2016;3;Labour Law and New Technologies;NANI;16:00;2;
3LAW;mardi 24 mai 2016;3;Labour Law and New Technologies;NANI;09:00;2;
3LAW;mardi 24 mai 2016;3;Labour Law and New Technologies;NANI;11:00;2;
3LAW;mardi 24 mai 2016;3;Labour Law and New Technologies;NANI;14:00;2;
3LAW;mardi 24 mai 2016;3;Labour Law and New Technologies;NANI;16:00;2;
3LAW;mercredi 25 mai 2016;3;Labour Law and New Technologies;NANI;09:00;2;
3LAW;mercredi 25 mai 2016;3;Labour Law and New Technologies;NANI;11:00;2;
3ORC;mercredi 25 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;14:00;2;
3ORC;mercredi 25 mai 2016;3;Oracle Dabatabase Administration Part 1/2;;16:00;2;
3WEB;lundi 30 mai 2016;3;Advanced Web Programming with NodeJS SOE (Duree 10') (selon planning regional);BENZAOUI;09:00;2;
3WEB;lundi 30 mai 2016;3;Advanced Web Programming with NodeJS SOE (Duree 10') (selon planning regional);BENZAOUI;11:00;2;
3WEB;lundi 30 mai 2016;3;Advanced Web Programming with NodeJS SOE (Duree 10') (selon planning regional);BENZAOUI;14:00;2;
3WEB;lundi 30 mai 2016;3;Advanced Web Programming with NodeJS SOE (Duree 10') (selon planning regional);BENZAOUI;16:00;2;
3AIT;mardi 31 mai 2016;3;Artificial Intelligence - Functional programming SOE (Duree 10') (selon planning regional);;09:00;2;
3AIT;mardi 31 mai 2016;3;Artificial Intelligence - Functional programming SOE (Duree 10') (selon planning regional);;11:00;2;
3MET;mardi 31 mai 2016;3;ITIL Foundations QCM (Duree 2H);CAMPUS;14:00;2;
3AIT;mercredi 1 juin 2016;3;Artificial Intelligence - Functional programming SOE (Duree 10') (selon planning regional);;09:00;2;
3AIT;mercredi 1 juin 2016;3;Artificial Intelligence - Functional programming SOE (Duree 10') (selon planning regional);;11:00;2;
3ORC;mercredi 1 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;14:00;2;
3ORC;mercredi 1 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;16:00;2;
3ORC;jeudi 2 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;09:00;2;
3ORC;jeudi 2 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;11:00;2;
3ORC;jeudi 2 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;14:00;2;
3ORC;jeudi 2 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;16:00;2;
3ORC;vendredi 3 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;09:00;2;
3ORC;vendredi 3 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;11:00;2;
3ORC;vendredi 3 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;14:00;2;
3ORC;vendredi 3 juin 2016;3;Oracle Dabatabase Administration Part 2/2;;16:00;2;
3WEB;lundi 6 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;09:00;2;
3WEB;lundi 6 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;11:00;2;
3WEB;lundi 6 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;14:00;2;
3WEB;lundi 6 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;16:00;2;
3WEB;mardi 7 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;09:00;2;
3WEB;mardi 7 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;11:00;2;
3WEB;mardi 7 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;14:00;2;
3WEB;mardi 7 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;16:00;2;
3WEB;mercredi 8 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;09:00;2;
3WEB;mercredi 8 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;11:00;2;
3WEB;mercredi 8 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;14:00;2;
3WEB;mercredi 8 juin 2016;3;Advanced Web Programming with NodeJS Part 2/2;BENZAOUI;16:00;2;
3MGT;lundi 13 juin 2016;3;IT Management 3 - Project Management;;09:00;2;
3MGT;lundi 13 juin 2016;3;IT Management 3 - Project Management;;11:00;2;
3MGT;lundi 13 juin 2016;3;IT Management 3 - Project Management;;14:00;2;
3MGT;lundi 13 juin 2016;3;IT Management 3 - Project Management;;16:00;2;
3MGT;mardi 14 juin 2016;3;IT Management 3 - Project Management;;09:00;2;
3MGT;mardi 14 juin 2016;3;IT Management 3 - Project Management;;11:00;2;
3AIT;mardi 14 juin 2016;3;Artificial Intelligence - Functional programming TP (Duree 4H);CAMPUS;14:00;2;
3AIT;mardi 14 juin 2016;3;Artificial Intelligence - Functional programming TP (Duree 4H);CAMPUS;16:00;2;
3MGT;mercredi 15 juin 2016;3;IT Management 3 - Project Management;;09:00;2;
3MGT;mercredi 15 juin 2016;3;IT Management 3 - Project Management;;11:00;2;
3MGT;mercredi 15 juin 2016;3;IT Management 3 - Project Management;;14:00;2;
3MGT;mercredi 15 juin 2016;3;IT Management 3 - Project Management;;16:00;2;
3LAW;lundi 20 juin 2016;3;Labour Law SOE (Duree 10') (selon planning regional);NANI;09:00;2;
3LAW;lundi 20 juin 2016;3;Labour Law SOE (Duree 10') (selon planning regional);NANI;11:00;2;
3LAW;lundi 20 juin 2016;3;Labour Law SOE (Duree 10') (selon planning regional);NANI;14:00;2;
3LAW;lundi 20 juin 2016;3;Labour Law SOE (Duree 10') (selon planning regional);NANI;16:00;2;
3MGT;mardi 21 juin 2016;3;IT Management 3 - Project Management SOE (Duree 10') (selon planning regional);;09:00;2;
3MGT;mardi 21 juin 2016;3;IT Management 3 - Project Management SOE (Duree 10') (selon planning regional);;11:00;2;
3LAW;mardi 21 juin 2016;3;Labour Law QCM (Duree 2H);CAMPUS;14:00;2;
3MGT;mercredi 22 juin 2016;3;IT Management 3 - Project Management SOE (Duree 10') (selon planning regional);;09:00;2;
3MGT;mercredi 22 juin 2016;3;IT Management 3 - Project Management SOE (Duree 10') (selon planning regional);;11:00;2;
3ENG;mercredi 22 juin 2016;3;English Language† QCM† (SGES2);CAMPUS;16:00;2;
3ORC;lundi 27 juin 2016;3;Oracle Dabatabase Administration SOE (Duree 10') (selon planning regional);;09:00;2;
3ORC;lundi 27 juin 2016;3;Oracle Dabatabase Administration SOE (Duree 10') (selon planning regional);;11:00;2;
3ORC;lundi 27 juin 2016;3;Oracle Dabatabase Administration SOE (Duree 10') (selon planning regional);;14:00;2;
3ORC;lundi 27 juin 2016;3;Oracle Dabatabase Administration SOE (Duree 10') (selon planning regional);;16:00;2;
3MGT;mardi 28 juin 2016;3;IT Management 3 - Project Management QCM (Duree 2H);CAMPUS;14:00;2;
3PJT;mercredi 29 juin 2016;3;Project Soutenance (6 etudiants - Duree 20')(selon planning regional);SAM;09:00;2;
3PJT;mercredi 29 juin 2016;3;Project Soutenance (6 etudiants - Duree 20')(selon planning regional);SAM;11:00;2;
4JVA;jeudi 12 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;09:00;2;
4JVA;jeudi 12 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;11:00;2;
4JVA;jeudi 12 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;14:00;2;
4JVA;jeudi 12 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;16:00;2;
4JVA;vendredi 13 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;09:00;2;
4JVA;vendredi 13 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;11:00;2;
4JVA;vendredi 13 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;14:00;2;
4JVA;vendredi 13 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;16:00;2;
4JVA;mercredi 18 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;09:00;2;
4JVA;mercredi 18 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;11:00;2;
4JVA;mercredi 18 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;14:00;2;
4JVA;mercredi 18 novembre 2015;4;Java EE - Enterprise programming Part 1 /2;FERNANDES;16:00;2;
4ENG;vendredi 27 novembre 2015;4;English Language (Position Test Duree 2h30);CAMPUS;14:00;2;
4SJF;mercredi 2 dÈcembre 2015;4;SUPINFO Job Forum M.Sc.1;CAMPUS;14:00;2;
4SJF;mercredi 2 dÈcembre 2015;4;SUPINFO Job Forum M.Sc.1;CAMPUS;16:00;2;
4NET;mercredi 9 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;09:00;2;
4NET;mercredi 9 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;11:00;2;
4NET;mercredi 9 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;14:00;2;
4NET;mercredi 9 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;16:00;2;
4NET;jeudi 10 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;09:00;2;
4NET;jeudi 10 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;11:00;2;
4NET;jeudi 10 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;14:00;2;
4NET;jeudi 10 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;16:00;2;
4NET;vendredi 11 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;09:00;2;
4NET;vendredi 11 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;11:00;2;
4NET;vendredi 11 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;14:00;2;
4NET;vendredi 11 dÈcembre 2015;4;SOA,† Cloud Computing and Sharepoint Programming with Microsoft .NET Part 1/2;VIALATTE;16:00;2;
4JVA;mercredi 16 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;09:00;2;
4JVA;mercredi 16 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;11:00;2;
4JVA;mercredi 16 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;14:00;2;
4JVA;mercredi 16 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;16:00;2;
4JVA;jeudi 17 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;09:00;2;
4JVA;jeudi 17 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;11:00;2;
4JVA;jeudi 17 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;14:00;2;
4JVA;jeudi 17 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;16:00;2;
4JVA;vendredi 18 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;09:00;2;
4JVA;vendredi 18 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;11:00;2;
4JVA;vendredi 18 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;14:00;2;
4JVA;vendredi 18 dÈcembre 2015;4;Java EE - Enterprise programming Part 2/2;FERNANDES;16:00;2;
4NET;mercredi 6 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;09:00;2;
4NET;mercredi 6 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;11:00;2;
4NET;mercredi 6 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;14:00;2;
4NET;mercredi 6 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;16:00;2;
4NET;jeudi 7 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;09:00;2;
4NET;jeudi 7 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;11:00;2;
4NET;jeudi 7 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;14:00;2;
4NET;jeudi 7 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;16:00;2;
4NET;vendredi 8 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;09:00;2;
4NET;vendredi 8 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;11:00;2;
4NET;vendredi 8 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;14:00;2;
4NET;vendredi 8 janvier 2016;4;SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET† Part 2/2;VIALATTE;16:00;2;
4VIP;mercredi 13 janvier 2016;4;VoIP Architectures - Study and Implementation;;09:00;2;
4VIP;mercredi 13 janvier 2016;4;VoIP Architectures - Study and Implementation;;11:00;2;
4VIP;mercredi 13 janvier 2016;4;VoIP Architectures - Study and Implementation;;14:00;2;
4VIP;mercredi 13 janvier 2016;4;VoIP Architectures - Study and Implementation;;16:00;2;
4VIP;jeudi 14 janvier 2016;4;VoIP Architectures - Study and Implementation;;09:00;2;
4VIP;jeudi 14 janvier 2016;4;VoIP Architectures - Study and Implementation;;11:00;2;
4VIP;jeudi 14 janvier 2016;4;VoIP Architectures - Study and Implementation;;14:00;2;
4VIP;jeudi 14 janvier 2016;4;VoIP Architectures - Study and Implementation;;16:00;2;
4VIP;vendredi 15 janvier 2016;4;VoIP Architectures - Study and Implementation;;09:00;2;
4VIP;vendredi 15 janvier 2016;4;VoIP Architectures - Study and Implementation;;11:00;2;
4VIP;vendredi 15 janvier 2016;4;VoIP Architectures - Study and Implementation;;14:00;2;
4VIP;vendredi 15 janvier 2016;4;VoIP Architectures - Study and Implementation;;16:00;2;
4ERP;mercredi 20 janvier 2016;4;ERP Solution Part 1/2;;09:00;2;
4ERP;mercredi 20 janvier 2016;4;ERP Solution Part 1/2;;11:00;2;
4ERP;mercredi 20 janvier 2016;4;ERP Solution Part 1/2;;14:00;2;
4ERP;mercredi 20 janvier 2016;4;ERP Solution Part 1/2;;16:00;2;
4ERP;jeudi 21 janvier 2016;4;ERP Solution Part 1/2;;09:00;2;
4ERP;jeudi 21 janvier 2016;4;ERP Solution Part 1/2;;11:00;2;
4ERP;jeudi 21 janvier 2016;4;ERP Solution Part 1/2;;14:00;2;
4ERP;jeudi 21 janvier 2016;4;ERP Solution Part 1/2;;16:00;2;
4ERP;vendredi 22 janvier 2016;4;ERP Solution Part 1/2;;09:00;2;
4ERP;vendredi 22 janvier 2016;4;ERP Solution Part 1/2;;11:00;2;
4ERP;vendredi 22 janvier 2016;4;ERP Solution Part 1/2;;14:00;2;
4ERP;vendredi 22 janvier 2016;4;ERP Solution Part 1/2;;16:00;2;
4NET;vendredi 29 janvier 2016;4;"SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET SOE (Duree 10"")(selon planning rÈgional)";CAMPUS;09:00;2;
4NET;vendredi 29 janvier 2016;4;"SOA , Cloud Computing and Sharepoint Programming with Microsoft .NET SOE (Duree 10"")(selon planning rÈgional)";CAMPUS;11:00;2;
4VIP;vendredi 29 janvier 2016;4;VoIP Architectures - Study and Implementation QCM (Duree 2H);CAMPUS;14:00;2;
4MET;mercredi 3 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;09:00;2;
4MET;mercredi 3 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;11:00;2;
4MET;mercredi 3 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;14:00;2;
4MET;mercredi 3 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;16:00;2;
4MET;jeudi 4 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;09:00;2;
4MET;jeudi 4 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;11:00;2;
4MET;jeudi 4 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;14:00;2;
4MET;jeudi 4 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;16:00;2;
4MET;vendredi 5 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;09:00;2;
4MET;vendredi 5 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;11:00;2;
4MET;vendredi 5 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;14:00;2;
4MET;vendredi 5 fÈvrier 2016;4;Agile Project Management with Scrum;BABIN;16:00;2;
